No,Prefix,First Name,Last Name,Email,City,State,Zip code,Date,Campaign,Phone,Marital_Status
668,Mr,,Meyer,,,,,5/7/2018,Email Blast,,
659,Mr,,Turner,,,,,12/7/2018,Social Media,,
660,Mr,,Howell,,,,,2/4/2018,Social Media,,
661,Mr,,Montgomery,,,,,10/27/2018,Email Blast,,
662,Mr,,Taylor,,,,,3/13/2018,Analyst Recommendations,,
663,Mr,,Harrison,,,,,2/7/2018,Email Blast,,
664,Mr,,Reynolds,,,,,6/23/2018,Email Blast,,
665,Mr,,Miller,,,,,5/21/2018,Email Blast,,
666,Mr,,Stevens,,,,,8/23/2018,Analyst Recommendations,,
667,Mr,,Flores,,,,,1/7/2018,Social Media,,
